-7.93789,0.514313
-7.5934,0.470645
-7.24406,0.441533
-6.89471,0.417273
-6.54537,0.393013
-6.19602,0.368753
-5.84668,0.344493
-5.49733,0.325085
-5.14799,0.305677
-4.79864,0.291121
-4.4493,0.271713
-4.09995,0.252305
-3.75061,0.237749
-3.40126,0.218341
-3.05192,0.203785
-2.70257,0.184377
-2.35323,0.16982
-2.00388,0.155264
-1.65454,0.140708
-1.30519,0.126152
-0.955847,0.111596
-0.606502,0.0970403
-0.257157,0.0824842
0.0921883,0.0727802
0.441533,0.0582242
0.790878,0.0436681
1.14022,0.0291121
1.48957,0.0194081
1.83891,0.00485201
2.18826,-0.00970403
2.5376,-0.0194081
2.88695,-0.0339641
3.23629,-0.0436681
3.58564,-0.0582242
3.93498,-0.0679282
4.28433,-0.0824842
4.63367,-0.0921883
4.98302,-0.106744
5.33236,-0.116448
5.68171,-0.131004
6.03105,-0.140708
6.3804,-0.150412
6.72974,-0.160116
7.07909,-0.174672
7.42843,-0.184377
7.77778,-0.194081
8.12712,-0.208637
8.47647,-0.218341
8.82581,-0.228045
9.17516,-0.237749
9.5245,-0.247453
9.87385,-0.257157
10.2232,-0.266861
10.5725,-0.276565
10.9219,-0.286269
11.2712,-0.295973
11.6206,-0.305677
11.9699,-0.315381
12.3193,-0.325085
12.6686,-0.334789
13.018,-0.344493
13.3673,-0.349345
13.7166,-0.359049
14.066,-0.363901
14.4153,-0.368753
14.7647,-0.368753
15.114,-0.349345
15.4585,-0.305677
15.7982,-0.228045
16.1232,-0.106744
16.4289,0.0582242
16.7152,0.257157
16.9723,0.485201
17.2149,0.737506
17.4333,1.00922
17.6371,1.29549
17.8263,1.58661
18.001,1.88743
18.1611,2.19796
18.3164,2.51334
18.4668,2.82872
18.6172,3.1441
18.7627,3.45949
18.8986,3.77972
19.0344,4.09995
19.1703,4.42504
19.3013,4.75012
19.4372,5.07521
19.5633,5.40514
19.6846,5.73023
19.8059,6.05531
19.9272,6.3804
20.0437,6.71033
20.1601,7.04027
20.2766,7.37021
20.3882,7.70015
20.4949,8.03008
20.5968,8.36487
20.689,8.69966
20.7715,9.0393
20.8443,9.38379
20.9025,9.72829
20.9364,10.0776
20.951,10.427
20.9364,10.7763
20.8928,11.1208
20.8103,11.4605
20.6793,11.7855
20.5046,12.0864
20.2766,12.3484
20,12.5667
19.6992,12.7414
19.3741,12.8675
19.0344,12.95
18.69,12.9985
18.3406,13.0277
17.9913,13.0374
17.6419,13.0374
17.2926,13.0422
16.9432,13.0471
16.5939,13.0519
16.2445,13.0568
15.8952,13.0665
15.5459,13.0713
15.1965,13.081
14.8472,13.0907
14.4978,13.1004
14.1485,13.1101
13.7991,13.1198
13.4498,13.1295
13.1004,13.1393
12.7511,13.1538
12.4017,13.1635
12.0524,13.1781
11.7031,13.1926
11.3537,13.2023
11.0044,13.2169
10.655,13.2314
10.3057,13.246
9.95633,13.2654
9.60699,13.28
9.25764,13.2945
8.9083,13.3091
8.55895,13.3236
8.20961,13.343
7.86026,13.3576
7.51092,13.377
7.16157,13.3964
6.81223,13.411
6.46288,13.4255
6.11354,13.4449
5.76419,13.4595
5.41485,13.4789
5.0655,13.4983
4.71616,13.5177
4.36681,13.5371
4.01747,13.5517
3.66812,13.5711
3.31878,13.5905
2.96943,13.6148
2.62009,13.6342
2.27074,13.6536
1.9214,13.673
1.57205,13.6924
1.22271,13.7118
0.873362,13.7312
0.524017,13.7506
0.174672,13.77
-0.174672,13.7894
-0.524017,13.8137
-0.873362,13.8331
-1.22271,13.8476
-1.57205,13.8719
-1.9214,13.8962
-2.27074,13.9156
-2.62009,13.935
-2.96943,13.9592
-3.31878,13.9787
-3.66812,14.0029
-4.01747,14.0223
-4.36681,14.0417
-4.71616,14.066
-5.0655,14.0854
-5.41485,14.1048
-5.76419,14.1291
-6.11354,14.1533
-6.46288,14.1727
-6.81223,14.197
-7.16157,14.2164
-7.51092,14.2407
-7.86026,14.2601
-8.20961,14.2843
-8.55895,14.3086
-8.9083,14.3328
-9.25764,14.3426
-9.60213,14.3037
-9.93692,14.2018
-10.2426,14.032
-10.4949,13.7943
-10.6841,13.5032
-10.8103,13.1781
-10.8782,12.8336
-10.8976,12.4842
-10.8879,12.1349
-10.8685,11.7855
-10.8491,11.4362
-10.8297,11.0869
-10.8006,10.7375
-10.7763,10.3882
-10.7472,10.0388
-10.7181,9.68947
-10.689,9.34013
-10.6599,8.99078
-10.6259,8.64144
-10.5968,8.29209
-10.5677,7.94275
-10.5337,7.5934
-10.4949,7.24406
-10.4609,6.89471
-10.427,6.54537
-10.3882,6.20087
-10.3396,5.69141
-10.3057,5.34207
-10.2669,4.99272
-10.228,4.64338
-10.1892,4.29888
-10.1504,3.94954
-10.1116,3.60019
-10.0679,3.2557
-10.0243,2.91121
-9.97574,2.56672
-9.90781,2.22222
-9.81077,1.88743
-9.67006,1.5672
-9.47598,1.27608
-9.22368,1.03348
-8.93256,0.839398
-8.61232,0.693838
-8.28239,0.587094
